Area Code,Area,Item Code,Item,Element,Year Code,Year,Unit,Value,SUBJECT,MEASURE,Value
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Import Quantity,2014,2014,tonnes,144,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Import Quantity,2015,2015,tonnes,2.13,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Import Quantity,2016,2016,tonnes,1.23,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Import Quantity,2017,2017,tonnes,490.67,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Import Value,2002,2002,1000 US$,13.69,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Import Value,2003,2003,1000 US$,3.29,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Import Value,2004,2004,1000 US$,1.6,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Import Value,2005,2005,1000 US$,18.51,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Import Value,2006,2006,1000 US$,161.83,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Import Value,2007,2007,1000 US$,11.13,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Import Value,2008,2008,1000 US$,92.47,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Import Value,2009,2009,1000 US$,9.22,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Import Value,2010,2010,1000 US$,125.29,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Import Value,2011,2011,1000 US$,109.04,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Import Value,2012,2012,1000 US$,167.61,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Import Value,2013,2013,1000 US$,26.98,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Import Value,2014,2014,1000 US$,160.69,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Import Value,2015,2015,1000 US$,3.08,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Import Value,2016,2016,1000 US$,4.53,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Import Value,2017,2017,1000 US$,42.56,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Export Quantity,2003,2003,tonnes,6.8,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Export Quantity,2005,2005,tonnes,0.5,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Export Quantity,2006,2006,tonnes,0.25,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Export Quantity,2007,2007,tonnes,0.99,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Export Quantity,2008,2008,tonnes,25.68,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Export Quantity,2009,2009,tonnes,40.08,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Export Quantity,2010,2010,tonnes,6.93,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Export Quantity,2011,2011,tonnes,12.52,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Export Quantity,2012,2012,tonnes,3.03,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Export Quantity,2013,2013,tonnes,43.01,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Export Quantity,2014,2014,tonnes,283.68,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Export Quantity,2015,2015,tonnes,595.39,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Export Quantity,2016,2016,tonnes,93.11,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Export Quantity,2017,2017,tonnes,3.52,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Export Value,2003,2003,1000 US$,0.98,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Export Value,2005,2005,1000 US$,0.55,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Export Value,2006,2006,1000 US$,0.74,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Export Value,2007,2007,1000 US$,1.74,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Export Value,2008,2008,1000 US$,8.51,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Export Value,2009,2009,1000 US$,69.23,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Export Value,2010,2010,1000 US$,13.93,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Export Value,2011,2011,1000 US$,25.55,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Export Value,2012,2012,1000 US$,17.61,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Export Value,2013,2013,1000 US$,84.71,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Export Value,2014,2014,1000 US$,139.88,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Export Value,2015,2015,1000 US$,515.41,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Export Value,2016,2016,1000 US$,85.09,,,
223,Turkey,4014,"Other phosphatic fertilizers, n.e.c.",Export Value,2017,2017,1000 US$,2.45,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Import Quantity,2002,2002,tonnes,588.47,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Import Quantity,2003,2003,tonnes,609.52,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Import Quantity,2004,2004,tonnes,538.03,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Import Quantity,2005,2005,tonnes,621.88,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Import Quantity,2006,2006,tonnes,324.4,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Import Quantity,2007,2007,tonnes,3684.8,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Import Quantity,2008,2008,tonnes,397.68,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Import Quantity,2009,2009,tonnes,302.59,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Import Quantity,2010,2010,tonnes,1074.86,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Import Quantity,2011,2011,tonnes,109.16,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Import Quantity,2012,2012,tonnes,106.7,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Import Quantity,2013,2013,tonnes,112.66,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Import Quantity,2014,2014,tonnes,127.5,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Import Quantity,2015,2015,tonnes,152.74,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Import Quantity,2016,2016,tonnes,2692.47,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Import Quantity,2017,2017,tonnes,524,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Import Value,2002,2002,1000 US$,267.09,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Import Value,2003,2003,1000 US$,261.85,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Import Value,2004,2004,1000 US$,274.87,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Import Value,2005,2005,1000 US$,302.8,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Import Value,2006,2006,1000 US$,212.08,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Import Value,2007,2007,1000 US$,1151.59,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Import Value,2008,2008,1000 US$,288.34,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Import Value,2009,2009,1000 US$,316.73,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Import Value,2010,2010,1000 US$,784.72,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Import Value,2011,2011,1000 US$,129.14,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Import Value,2012,2012,1000 US$,329.59,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Import Value,2013,2013,1000 US$,209.46,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Import Value,2014,2014,1000 US$,348.85,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Import Value,2015,2015,1000 US$,344.31,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Import Value,2016,2016,1000 US$,1052.74,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Import Value,2017,2017,1000 US$,744.82,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Export Quantity,2002,2002,tonnes,3.81,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Export Quantity,2003,2003,tonnes,0.56,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Export Quantity,2004,2004,tonnes,2.08,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Export Quantity,2005,2005,tonnes,8.9,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Export Quantity,2006,2006,tonnes,2.05,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Export Quantity,2007,2007,tonnes,77.14,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Export Quantity,2008,2008,tonnes,418.58,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Export Quantity,2009,2009,tonnes,1044.19,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Export Quantity,2010,2010,tonnes,948.29,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Export Quantity,2011,2011,tonnes,1118.94,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Export Quantity,2012,2012,tonnes,3043.94,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Export Quantity,2013,2013,tonnes,4313.76,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Export Quantity,2014,2014,tonnes,4490.89,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Export Quantity,2015,2015,tonnes,6790.05,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Export Quantity,2016,2016,tonnes,2342.43,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Export Quantity,2017,2017,tonnes,7233.23,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Export Value,2002,2002,1000 US$,7.36,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Export Value,2003,2003,1000 US$,0.66,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Export Value,2004,2004,1000 US$,6.99,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Export Value,2005,2005,1000 US$,7.24,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Export Value,2006,2006,1000 US$,5.14,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Export Value,2007,2007,1000 US$,89.98,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Export Value,2008,2008,1000 US$,308.11,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Export Value,2009,2009,1000 US$,707.21,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Export Value,2010,2010,1000 US$,784.23,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Export Value,2011,2011,1000 US$,888.19,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Export Value,2012,2012,1000 US$,1567.35,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Export Value,2013,2013,1000 US$,2059.74,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Export Value,2014,2014,1000 US$,1716.09,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Export Value,2015,2015,1000 US$,1651.98,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Export Value,2016,2016,1000 US$,932.34,,,
223,Turkey,4018,"Other potassic fertilizers, n.e.c.",Export Value,2017,2017,1000 US$,1822.3,,,
223,Turkey,4011,Phosphate rock,Import Quantity,2002,2002,tonnes,746032.68,,,
223,Turkey,4011,Phosphate rock,Import Quantity,2003,2003,tonnes,610286.1,,,
223,Turkey,4011,Phosphate rock,Import Quantity,2004,2004,tonnes,291245.03,,,
223,Turkey,4011,Phosphate rock,Import Quantity,2005,2005,tonnes,496738.2,,,
223,Turkey,4011,Phosphate rock,Import Quantity,2006,2006,tonnes,744503.84,,,
223,Turkey,4011,Phosphate rock,Import Quantity,2007,2007,tonnes,782996.18,,,
223,Turkey,4011,Phosphate rock,Import Quantity,2008,2008,tonnes,741190.29,,,
223,Turkey,4011,Phosphate rock,Import Quantity,2009,2009,tonnes,707594.83,,,
223,Turkey,4011,Phosphate rock,Import Quantity,2010,2010,tonnes,686965.8,,,
223,Turkey,4011,Phosphate rock,Import Quantity,2011,2011,tonnes,814380.94,,,
223,Turkey,4011,Phosphate rock,Import Quantity,2012,2012,tonnes,711627.2,,,
223,Turkey,4011,Phosphate rock,Import Quantity,2013,2013,tonnes,745424.02,,,
223,Turkey,4011,Phosphate rock,Import Quantity,2014,2014,tonnes,911061.5,,,
223,Turkey,4011,Phosphate rock,Import Quantity,2015,2015,tonnes,891987.33,,,
223,Turkey,4011,Phosphate rock,Import Quantity,2016,2016,tonnes,1060641.27,,,
223,Turkey,4011,Phosphate rock,Import Quantity,2017,2017,tonnes,1034051.86,,,
223,Turkey,4011,Phosphate rock,Import Value,2002,2002,1000 US$,30815.24,,,
223,Turkey,4011,Phosphate rock,Import Value,2003,2003,1000 US$,24695.99,,,
223,Turkey,4011,Phosphate rock,Import Value,2004,2004,1000 US$,13838.89,,,
223,Turkey,4011,Phosphate rock,Import Value,2005,2005,1000 US$,29403.89,,,
223,Turkey,4011,Phosphate rock,Import Value,2006,2006,1000 US$,37379.85,,,
223,Turkey,4011,Phosphate rock,Import Value,2007,2007,1000 US$,45796.42,,,
223,Turkey,4011,Phosphate rock,Import Value,2008,2008,1000 US$,159932.29,,,
223,Turkey,4011,Phosphate rock,Import Value,2009,2009,1000 US$,76270.95,,,
223,Turkey,4011,Phosphate rock,Import Value,2010,2010,1000 US$,65124.56,,,
223,Turkey,4011,Phosphate rock,Import Value,2011,2011,1000 US$,108991.66,,,
223,Turkey,4011,Phosphate rock,Import Value,2012,2012,1000 US$,104733.99,,,
223,Turkey,4011,Phosphate rock,Import Value,2013,2013,1000 US$,95458.79,,,
223,Turkey,4011,Phosphate rock,Import Value,2014,2014,1000 US$,101385.06,,,
223,Turkey,4011,Phosphate rock,Import Value,2015,2015,1000 US$,98690.01,,,
223,Turkey,4011,Phosphate rock,Import Value,2016,2016,1000 US$,102191.46,,,
223,Turkey,4011,Phosphate rock,Import Value,2017,2017,1000 US$,88413.11,,,
223,Turkey,4011,Phosphate rock,Export Quantity,2002,2002,tonnes,4.5,,,
223,Turkey,4011,Phosphate rock,Export Quantity,2003,2003,tonnes,8.74,,,
223,Turkey,4011,Phosphate rock,Export Quantity,2004,2004,tonnes,2.9,,,
223,Turkey,4011,Phosphate rock,Export Quantity,2005,2005,tonnes,6.4,,,
223,Turkey,4011,Phosphate rock,Export Quantity,2006,2006,tonnes,0.12,,,
223,Turkey,4011,Phosphate rock,Export Quantity,2007,2007,tonnes,2.25,,,
223,Turkey,4011,Phosphate rock,Export Quantity,2008,2008,tonnes,0.08,,,
223,Turkey,4011,Phosphate rock,Export Quantity,2009,2009,tonnes,159.15,,,
223,Turkey,4011,Phosphate rock,Export Quantity,2010,2010,tonnes,620.3,,,
223,Turkey,4011,Phosphate rock,Export Quantity,2011,2011,tonnes,1453.96,,,
223,Turkey,4011,Phosphate rock,Export Quantity,2012,2012,tonnes,936.98,,,
223,Turkey,4011,Phosphate rock,Export Quantity,2013,2013,tonnes,105093.45,,,
223,Turkey,4011,Phosphate rock,Export Quantity,2014,2014,tonnes,1338.42,,,
223,Turkey,4011,Phosphate rock,Export Quantity,2015,2015,tonnes,91.31,,,
223,Turkey,4011,Phosphate rock,Export Quantity,2016,2016,tonnes,102.57,,,
223,Turkey,4011,Phosphate rock,Export Quantity,2017,2017,tonnes,31,,,
223,Turkey,4011,Phosphate rock,Export Value,2002,2002,1000 US$,1.35,,,
223,Turkey,4011,Phosphate rock,Export Value,2003,2003,1000 US$,1.58,,,
223,Turkey,4011,Phosphate rock,Export Value,2004,2004,1000 US$,0.42,,,
223,Turkey,4011,Phosphate rock,Export Value,2005,2005,1000 US$,1.05,,,
223,Turkey,4011,Phosphate rock,Export Value,2006,2006,1000 US$,1.3,,,
223,Turkey,4011,Phosphate rock,Export Value,2007,2007,1000 US$,0.54,,,
223,Turkey,4011,Phosphate rock,Export Value,2008,2008,1000 US$,0.11,,,
223,Turkey,4011,Phosphate rock,Export Value,2009,2009,1000 US$,16.13,,,
223,Turkey,4011,Phosphate rock,Export Value,2010,2010,1000 US$,401.55,,,
223,Turkey,4011,Phosphate rock,Export Value,2011,2011,1000 US$,238.76,,,
223,Turkey,4011,Phosphate rock,Export Value,2012,2012,1000 US$,200.81,,,
223,Turkey,4011,Phosphate rock,Export Value,2013,2013,1000 US$,10373.97,,,
223,Turkey,4011,Phosphate rock,Export Value,2014,2014,1000 US$,383.1,,,
223,Turkey,4011,Phosphate rock,Export Value,2015,2015,1000 US$,20.91,,,
223,Turkey,4011,Phosphate rock,Export Value,2016,2016,1000 US$,16.45,,,
223,Turkey,4011,Phosphate rock,Export Value,2017,2017,1000 US$,9.23,,,
223,Turkey,4027,PK compounds,Import Quantity,2002,2002,tonnes,497.13,,,
223,Turkey,4027,PK compounds,Import Quantity,2003,2003,tonnes,586.17,,,
223,Turkey,4027,PK compounds,Import Quantity,2004,2004,tonnes,642.43,,,
223,Turkey,4027,PK compounds,Import Quantity,2005,2005,tonnes,2138.47,,,
223,Turkey,4027,PK compounds,Import Quantity,2006,2006,tonnes,617.76,,,
223,Turkey,4027,PK compounds,Import Quantity,2007,2007,tonnes,267.88,,,
223,Turkey,4027,PK compounds,Import Quantity,2008,2008,tonnes,494.52,,,
223,Turkey,4027,PK compounds,Import Quantity,2009,2009,tonnes,178.83,,,
223,Turkey,4027,PK compounds,Import Quantity,2010,2010,tonnes,476.48,,,
223,Turkey,4027,PK compounds,Import Quantity,2011,2011,tonnes,342.62,,,
223,Turkey,4027,PK compounds,Import Quantity,2012,2012,tonnes,974.43,,,
223,Turkey,4027,PK compounds,Import Quantity,2013,2013,tonnes,299.53,,,
223,Turkey,4027,PK compounds,Import Quantity,2014,2014,tonnes,1026.08,,,
223,Turkey,4027,PK compounds,Import Quantity,2015,2015,tonnes,2136.4,,,
223,Turkey,4027,PK compounds,Import Quantity,2016,2016,tonnes,3889.24,,,
223,Turkey,4027,PK compounds,Import Quantity,2017,2017,tonnes,4179.55,,,
223,Turkey,4027,PK compounds,Import Value,2002,2002,1000 US$,314.6,,,
223,Turkey,4027,PK compounds,Import Value,2003,2003,1000 US$,387.83,,,
223,Turkey,4027,PK compounds,Import Value,2004,2004,1000 US$,486.67,,,
223,Turkey,4027,PK compounds,Import Value,2005,2005,1000 US$,966.64,,,
223,Turkey,4027,PK compounds,Import Value,2006,2006,1000 US$,696.34,,,
223,Turkey,4027,PK compounds,Import Value,2007,2007,1000 US$,452.24,,,
223,Turkey,4027,PK compounds,Import Value,2008,2008,1000 US$,1081.11,,,
223,Turkey,4027,PK compounds,Import Value,2009,2009,1000 US$,450.55,,,
223,Turkey,4027,PK compounds,Import Value,2010,2010,1000 US$,1080.25,,,
223,Turkey,4027,PK compounds,Import Value,2011,2011,1000 US$,1048.52,,,
223,Turkey,4027,PK compounds,Import Value,2012,2012,1000 US$,1804.24,,,
223,Turkey,4027,PK compounds,Import Value,2013,2013,1000 US$,631.85,,,
223,Turkey,4027,PK compounds,Import Value,2014,2014,1000 US$,1813.85,,,
223,Turkey,4027,PK compounds,Import Value,2015,2015,1000 US$,2398.28,,,
223,Turkey,4027,PK compounds,Import Value,2016,2016,1000 US$,3155.73,,,
223,Turkey,4027,PK compounds,Import Value,2017,2017,1000 US$,2646.54,,,
223,Turkey,4027,PK compounds,Export Quantity,2002,2002,tonnes,1.21,,,
223,Turkey,4027,PK compounds,Export Quantity,2005,2005,tonnes,24.5,,,
223,Turkey,4027,PK compounds,Export Quantity,2006,2006,tonnes,9.68,,,
223,Turkey,4027,PK compounds,Export Quantity,2007,2007,tonnes,14.13,,,
223,Turkey,4027,PK compounds,Export Quantity,2008,2008,tonnes,1.13,,,
223,Turkey,4027,PK compounds,Export Quantity,2009,2009,tonnes,0.63,,,
223,Turkey,4027,PK compounds,Export Quantity,2010,2010,tonnes,89.13,,,
223,Turkey,4027,PK compounds,Export Quantity,2011,2011,tonnes,130.52,,,
223,Turkey,4027,PK compounds,Export Quantity,2012,2012,tonnes,169.94,,,
223,Turkey,4027,PK compounds,Export Quantity,2013,2013,tonnes,318.81,,,
223,Turkey,4027,PK compounds,Export Quantity,2014,2014,tonnes,295.86,,,
223,Turkey,4027,PK compounds,Export Quantity,2015,2015,tonnes,297.78,,,
223,Turkey,4027,PK compounds,Export Quantity,2016,2016,tonnes,164.83,,,
223,Turkey,4027,PK compounds,Export Quantity,2017,2017,tonnes,451.89,,,
223,Turkey,4027,PK compounds,Export Value,2002,2002,1000 US$,0.49,,,
223,Turkey,4027,PK compounds,Export Value,2005,2005,1000 US$,22.7,,,
223,Turkey,4027,PK compounds,Export Value,2006,2006,1000 US$,18.38,,,
223,Turkey,4027,PK compounds,Export Value,2007,2007,1000 US$,7.05,,,
223,Turkey,4027,PK compounds,Export Value,2008,2008,1000 US$,3.45,,,
223,Turkey,4027,PK compounds,Export Value,2009,2009,1000 US$,2.87,,,
223,Turkey,4027,PK compounds,Export Value,2010,2010,1000 US$,127.36,,,
223,Turkey,4027,PK compounds,Export Value,2011,2011,1000 US$,99.36,,,
223,Turkey,4027,PK compounds,Export Value,2012,2012,1000 US$,185.79,,,
223,Turkey,4027,PK compounds,Export Value,2013,2013,1000 US$,201.15,,,
223,Turkey,4027,PK compounds,Export Value,2014,2014,1000 US$,146,,,
223,Turkey,4027,PK compounds,Export Value,2015,2015,1000 US$,194.15,,,
223,Turkey,4027,PK compounds,Export Value,2016,2016,1000 US$,132.42,,,
223,Turkey,4027,PK compounds,Export Value,2017,2017,1000 US$,414.94,,,
223,Turkey,4027,PK compounds,Agricultural Use,2005,2005,tonnes,2113,,,
223,Turkey,4027,PK compounds,Agricultural Use,2010,2010,tonnes,387.35,,,
223,Turkey,4027,PK compounds,Agricultural Use,2011,2011,tonnes,212.11,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Import Quantity,2002,2002,tonnes,111803.03,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Import Quantity,2003,2003,tonnes,107433.58,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Import Quantity,2004,2004,tonnes,130748.43,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Import Quantity,2005,2005,tonnes,135432.68,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Import Quantity,2006,2006,tonnes,96904.3,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Import Quantity,2007,2007,tonnes,133071.45,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Import Quantity,2008,2008,tonnes,82411.67,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Import Quantity,2009,2009,tonnes,50634.34,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Import Quantity,2010,2010,tonnes,82922.53,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Import Quantity,2011,2011,tonnes,93471.18,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Import Quantity,2012,2012,tonnes,94930.34,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Import Quantity,2013,2013,tonnes,116098.11,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Import Quantity,2014,2014,tonnes,151934.98,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Import Quantity,2015,2015,tonnes,189845.29,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Import Quantity,2016,2016,tonnes,164434.49,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Import Quantity,2017,2017,tonnes,205529.15,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Import Value,2002,2002,1000 US$,12257.69,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Import Value,2003,2003,1000 US$,13845.47,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Import Value,2004,2004,1000 US$,18358.91,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Import Value,2005,2005,1000 US$,26346.18,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Import Value,2006,2006,1000 US$,20066.99,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Import Value,2007,2007,1000 US$,29744.06,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Import Value,2008,2008,1000 US$,37095.48,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Import Value,2009,2009,1000 US$,31860.9,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Import Value,2010,2010,1000 US$,33488.56,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Import Value,2011,2011,1000 US$,44317.1,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Import Value,2012,2012,1000 US$,48856.95,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Import Value,2013,2013,1000 US$,49856.49,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Import Value,2014,2014,1000 US$,48084.02,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Import Value,2015,2015,1000 US$,59906.78,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Import Value,2016,2016,1000 US$,42856.74,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Import Value,2017,2017,1000 US$,47367.08,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Export Quantity,2002,2002,tonnes,0.2,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Export Quantity,2004,2004,tonnes,60,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Export Quantity,2005,2005,tonnes,239.58,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Export Quantity,2006,2006,tonnes,127.65,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Export Quantity,2007,2007,tonnes,373.65,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Export Quantity,2008,2008,tonnes,10.84,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Export Quantity,2009,2009,tonnes,15.79,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Export Quantity,2010,2010,tonnes,71.88,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Export Quantity,2011,2011,tonnes,58.81,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Export Quantity,2012,2012,tonnes,30.43,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Export Quantity,2013,2013,tonnes,79.38,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Export Quantity,2014,2014,tonnes,240.97,,,
223,Turkey,4016,Potassium chloride (muriate of potash) (MOP),Export Quantity,2015,2015,tonnes,774.39,,,
